,numinves,idenpa,numentre,reg,ciudad,tamciud,comdist,edad,sexo,codigo,diareal,mesreal,ini,fin,dura,totrevi,totcuot,totrech,totperd,numcasa,codsuper,supervvi,superven,codif,digit,p1st,p2st,p3stgbs,p4stgbs,p5stgbs,p6st,p7stgbs,p8st_a,p8st_b,p8st_c,p9stgbs,p10stgbs,P11STGBS_A,P11STGBS_B,p12st,P13STGBS_A,P13STGBS_B,p13st_c,p13st_d,p13st_e,p13st_f,p13st_g,p13st_h,p13st_i,p14gbs,p15st_a,p15st_b,p15st_c,p15st_d,p15st_e,p15st_f,p15st_g,p15n_h,p15n_i,p15n_j,p15n_k,P16N_A_01,P16N_A_02,P16N_A_03,P16N_A_04,P16N_A_05,P16N_A_06,P16N_A_07,P16N_A_08,P16N_A_09,P16N_A_10,P16N_A_11,P16N_A_12,P16N_A_13,P16N_A_14,P16N_A_15,P16N_A_16,P16N_B_01,P16N_B_02,P16N_B_03,P16N_B_04,P16N_B_05,P16N_B_06,P16N_B_07,P16N_B_08,P16N_B_09,P16N_B_10,P16N_B_11,P16N_B_12,P16N_B_13,P16N_B_14,P16N_B_15,P16N_B_16,p17stgbs,p18st,p19st_a,p19n_b,p19n_c,p19n_d,p20st_a,p22stm_b,p20stm_c,p20stm_d,p20st_e,p20st_f,p20st_g,p21stm,p22st_a,p22st_b,p22st_c,p22st_d,p23n_01,p23n_02,p23n_03,p23n_04,p23n_05,p23n_06,p23n_07,p23n_08,p23n_09,p23n_10,p24st_a,p24st_b,p24st_c,p25n,p26n_a,p26n_b,p27n,p28st,p29st_a,p29st_b,p29st_c,p29st_d,p29n_e,p29st_f,p29st_g,p30st_a,p30st_b,p30st_c,p30st_d,p30st_e,p30n,p31st_a,p31st_b,p31st_c,p31st_d,p31stm_e,p32na,p32n_b,p33n,p34n,p35n_a,p35n_b,p36n_a,p36n_b,p36stm_a,p36stm_b,p36stm_c,p36stm_d,P36STMB_A,P36STMB_B,P36STMB_C,P36STMB_D,p37n_a,p37n_b,p37n_c,p37n_d,p38n,p39n_a,p39st_b,p39n_c,p39n_d,p39n_e,p39n_f,p39n_g,p39n_h,p40n,p41n,p42n,p43n,p44n,p45n,p46stgbs,p47st_a,p47st_b,p47st_c,p47st_d,p47st_e,p47st_f,p47st_g,p47st_h,p47st_i,p47st_j,p47st_k,p47st_l,p47st_m,p48st_1,p48st_2,p48st_3,p49stgbs,P50STGBS_A,P51STGBS_B,p52st,p53n,p54st_a,p54st_b,p54st_c,p54st_d,p55st_a,p55st_b,p55st_c,p55st_d,p55st_e,p55st_f,p56n,p57st,p58st,p59st_a,p59st_b,p59n_c,p59st_d,p59n_e,p59n_f,p60st,p60n_b,p60n_c,p61st,p62n_a,p62st_b,p62st_c,p62st_d,p63st_01,p63st_02,p63st_03,p63st_04,p63st_05,p63st_06,p63st_07,p63st_08,p63st_09,p64st,p65st,p66npn,p67npn_a,P67NPN_B_01,P67NPN_B_02,P67NPN_B_03,P67NPN_B_04,P67NPN_B_05,P67NPN_B_06,p68st,p69st,p70st,P71STM_01,P71STM_02,P71STM_03,P71STM_04,P71STM_05,P71STM_06,P71STM_07,P71STM_08,P71STM_09,P71STM_10,P71STM_11,p72npn,p73npn_1,p73npn_2,p73npn_3,p73npn_4,p73npn_5,p74npn_1,p74npn_2,p74npn_3,p74npn_4,p74npn_5,P75NPN_01,P75NPN_02,P75NPN_03,P75NPN_04,P75NPN_05,P75NPN_06,P75NPN_07,P75NPN_08,P75NPN_09,P75NPN_10,P75NPN_11,P75NPN_12,P75NPN_13,P75NPN_14,P75NPN_15,P75NPN_16,p76n_1,p76st_2,p76n_3,p76n_4,p76st_5,p76st_6,p76st_7,p76n_8,p76n_9,p76n_10,p76n_11,p76n_12,p76n_13,p77n,p78n,p79n,p80n,p81n_01,p81n_02,p81n_03,p81n_04,p81n_05,s1,s2,s3,s4,s5npn,s6npn_01,s6npn_02,s6npn_03,s6npn_04,s6npn_05,s6npn_06,s6npn_07,s6npn_08,s6npn_09,s7npn,s8npn_a,s8npn_b,s9npn,s10,s11_a,s12,s13,s14,s15,s16,s17,s18mn_a,S18N_B_01,S18N_B_02,S18N_B_03,S18N_B_04,S18N_B_05,S18N_B_06,S18N_B_07,S18N_B_08,S18N_B_09,S18N_B_10,S18N_B_11,S18N_B_12,S18N_B_13,S18N_B_14,S18N_B_15,S18N_B_16,S18N_B_17,S18N_B_18,S18N_B_19,S18N_B_20,S18N_B_21,s19m_01,s19m_02,s19m_03,s19m_04,s19m_05,s19m_06,s19m_07,s19m_08,s19m_09,s19m_10,s20_a,s20_b,s21,s22,s22_a,s22_b,s22_c,s23_a,s23_b,s24_a,s24_b,s25,s26_a,s26_b,s26_c,s26_d,s26_e,s26_f,s26_g,s26_h,s26_i,s26_j,s26_k,s26_l,m_nc,n_ni,s27,s28_a,s28_b,s29,s30,reeduc_1,reeduc_2,reedad,perpart,fampart,wt,bard_results,bard_distance,bard_num_preg,bard_distance_norm,gpt_results,gpt_distance,gpt_num_preg,gpt_distance_norm,cohere_results,cohere_distance,cohere_num_preg,cohere_distance_norm
276,2020,32,3200277,32002,32301906,-4,3,56,1,-4,14,5,2310,2350,39,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3,35,5,4,3,2,6,5,6,2,1,3,4,-2,2,3,3,3,4,3,3,3,4,3,2,2,4,3,3,3,3,3,4,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,5,3,3,3,3,1,4,1,4,4,4,1,2,3,3,3,3,0,0,0,0,0,0,0,1,0,0,2,2,2,4,2,1,5,1,1,1,2,3,2,2,1,1,3,4,1,4,4,4,2,2,3,2,3,3,5,6,1,2,2,4,1,1,1,1,2,2,1,2,2,3,4,3,3,-5,3,3,3,3,3,2,3,1,4,-2,3,1,3,1,2,3,4,4,3,2,3,3,2,4,4,2,3,3,5,7,2,95,-3,2,1,1,2,3,4,1,1,3,3,2,2,2,2,96,7,10,8,10,10,8,1,2,3,3,3,3,3,1,0,0,0,1,1,0,1,0,0,4,1,2,1,0,0,0,0,0,0,1,3,4,1,1,0,0,1,0,0,0,0,0,0,9,5,10,20,25,40,10,25,25,30,30,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,10,0,0,0,5,3,2,0,0,2,0,7,1,1,1,3,1,1,1,0,0,3,1,3,2,10,0,0,1,0,0,0,0,0,0,-5,3,10,2,96,1,6,1,2,-1,15,13,1,-2,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,1,0,1,1,0,0,0,0,1,1,1,19650324,24,3,1965,2,2,2,-3,8,1,1,1,1,2,1,1,1,1,1,2,1,1,1,-1,2,-3,6,-4,7,5,3,4,99,0.45,"(64.0, 59, 1.0847457627118644)",64.0,59,1.0847457627118644,"(27, 25, 1.08)",27,25,1.08,"(45, 25, 1.8)",45,25,1.8
277,2020,32,3200278,32306,32306008,-4,26,40,2,-4,21,4,1449,1549,60,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3,34,5,5,5,-1,6,4,-2,2,2,4,3,1,2,2,3,4,4,3,4,3,4,4,3,3,4,3,3,3,4,4,3,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2,7,4,4,2,3,2,2,4,4,3,4,1,1,3,2,2,3,0,0,0,0,0,0,0,1,0,0,1,1,2,3,1,1,2,1,1,2,2,3,2,2,2,1,3,4,2,4,4,2,2,2,3,2,2,2,1,8,1,2,1,3,1,1,1,1,2,2,3,3,2,3,3,4,2,3,1,2,3,1,4,2,4,2,4,3,3,3,2,2,2,1,3,3,3,2,3,3,1,4,3,3,3,3,4,-2,2,-1,-3,2,1,3,2,4,3,1,1,3,3,1,3,2,1,2,1,6,10,10,8,8,2,1,1,2,2,3,3,-2,0,0,1,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,2,1,4,1,1,1,1,1,1,1,1,1,0,0,5,5,10,15,25,50,20,20,30,15,15,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,96,-1,0,0,0,5,1,3,-1,8,96,-1,5,6,1,1,4,1,1,0,0,0,3,1,4,1,10,0,0,1,0,1,0,0,0,0,2,1,10,2,97,-3,6,1,2,28,15,17,1,1,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,0,1,1,0,0,0,0,0,1,1,1,19801114,14,11,1980,2,2,3,-3,5,1,1,1,1,2,1,1,1,1,1,1,1,1,1,27,3,-3,5,-4,7,5,2,4,99,0.52,"(49.0, 59, 0.8305084745762712)",49.0,59,0.8305084745762712,"(18, 25, 0.72)",18,25,0.72,"(38, 25, 1.52)",38,25,1.52
278,2020,32,3200279,32302,32301000,-4,5,51,1,-4,14,5,2243,2342,59,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,9,4,2,4,2,6,6,6,2,-2,2,3,2,1,2,1,3,2,3,2,2,1,2,2,3,1,3,3,2,2,2,2,1,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,-2,3,2,3,3,2,4,1,1,1,1,1,-2,4,3,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,2,2,2,-5,2,2,-1,-2,-5,1,1,4,1,4,2,2,2,2,2,2,2,2,3,2,2,2,2,1,-5,2,2,2,2,1,2,2,2,2,2,2,2,3,3,3,2,2,3,4,4,2,1,1,-5,-5,1,1,-2,3,1,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,3,1,-2,-2,-2,-2,-3,-2,2,4,-2,-2,-2,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,10,10,2,-5,-5,-2,-5,-2,-2,-2,1,0,0,0,0,0,0,0,0,-2,1,-5,-5,0,0,0,0,0,0,-2,-2,-2,0,1,0,1,0,0,0,0,0,0,0,-2,10,3,6,7,5,100,100,50,50,20,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,10,0,0,5,10,-2,-2,0,-2,-2,-2,1,-5,-5,-2,1,1,1,0,0,3,3,1,3,8,0,1,1,0,0,0,0,0,0,-5,-5,-5,-5,1,-2,-2,2,1,-2,13,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,0,1,0,1,1,0,0,0,0,1,1,1,19690722,22,7,1969,2,2,3,-3,8,-2,2,1,1,1,1,2,1,2,1,1,2,1,1,-3,-3,-3,-3,-4,5,3,3,4,99,0.9,"(146.0, 59, 2.4745762711864407)",146.0,59,2.4745762711864407,"(70, 25, 2.8)",70,25,2.8,"(46, 25, 1.84)",46,25,1.84
279,2020,32,3200280,32002,32301040,-4,2,37,1,-4,23,4,1516,1605,48,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,45,3,2,1,1,7,7,7,2,1,1,1,2,1,3,1,1,1,1,2,2,1,1,2,4,2,2,2,-1,-1,4,-1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,8,2,1,1,2,1,4,1,1,1,4,1,2,3,1,4,4,0,0,0,0,0,0,0,1,0,0,2,1,2,2,1,1,1,1,1,-5,4,4,1,1,1,3,1,1,2,1,2,3,1,1,2,2,2,2,4,3,2,1,2,-1,1,2,2,2,3,-2,-2,-2,1,1,1,1,3,2,2,4,2,2,2,-5,4,2,1,1,2,1,3,2,1,2,2,2,4,3,2,1,1,3,2,3,2,1,3,6,1,-1,-3,1,2,3,3,4,4,1,3,3,3,3,3,1,1,96,10,10,1,10,10,1,2,2,1,3,2,1,4,1,0,0,0,1,0,0,0,1,0,2,2,4,-5,0,0,0,0,0,0,-1,3,2,0,0,0,1,0,0,0,0,1,0,0,1,5,10,15,25,50,20,20,20,20,30,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,-1,3,10,0,3,7,10,96,96,0,4,-1,4,10,2,1,1,1,1,1,0,0,3,1,2,2,6,0,0,1,0,0,0,0,0,0,2,3,12,2,1,3,4,2,1,-1,13,13,2,-2,-2,1,-2,-2,1,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,1,0,0,0,0,0,1,1,1,19840829,29,8,1984,2,2,3,-3,8,1,2,1,1,1,1,2,1,1,1,1,1,1,1,-3,-3,-3,-3,-4,5,5,2,4,99,1.16,"(61.0, 59, 1.0338983050847457)",61.0,59,1.0338983050847457,"(26, 25, 1.04)",26,25,1.04,"(24, 25, 0.96)",24,25,0.96
280,2020,32,3200281,32304,32301938,-4,161,69,2,-4,24,4,2033,2128,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,34,5,4,5,4,3,3,4,2,2,3,4,1,2,4,3,3,4,4,3,3,4,3,2,2,4,2,2,4,3,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2,7,4,3,3,4,3,2,4,4,2,4,1,1,4,2,4,4,0,0,0,0,0,0,0,0,1,0,1,1,1,4,2,2,3,2,4,2,2,1,3,2,4,2,2,1,2,4,4,4,4,4,4,2,2,2,4,1,1,1,2,2,1,1,1,1,3,3,3,3,3,4,4,3,2,4,2,3,4,1,4,4,4,1,5,1,3,2,1,3,2,2,3,3,4,2,3,3,2,4,4,2,4,3,5,7,1,32005,1,1,1,2,2,2,4,1,1,3,3,3,3,2,2,96,8,9,3,8,9,4,2,1,1,2,2,2,4,2,0,1,1,0,0,0,0,0,0,4,2,4,2,1,0,0,0,0,0,2,2,4,1,1,0,0,0,1,0,0,0,0,0,3,30,15,10,5,40,5,15,20,25,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,96,96,0,2,0,4,0,7,4,3,7,4,4,3,2,1,-1,1,1,1,0,0,4,2,2,3,9,0,0,1,0,0,0,0,0,0,-5,12,11,1,1,3,4,1,1,-3,8,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,0,0,0,1,1,0,0,0,0,1,1,1,19520112,12,1,1952,2,2,5,8,-3,1,1,2,1,1,1,1,2,1,1,1,1,2,1,-3,-3,-3,-3,-4,3,3,4,1,30,2.2,"(68.0, 59, 1.152542372881356)",68.0,59,1.152542372881356,"(28, 25, 1.12)",28,25,1.12,"(30, 25, 1.2)",30,25,1.2
281,2020,32,3200282,32002,32301002,-4,2,59,1,-4,20,4,2151,2253,62,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,1,45,3,3,1,2,5,5,6,2,1,2,2,2,2,3,2,3,1,3,3,-1,1,2,2,2,3,3,3,3,3,3,-1,1,3,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,3,4,2,2,3,1,3,2,3,3,2,1,2,3,2,3,3,0,0,0,0,0,0,0,0,1,0,2,1,2,3,1,2,2,1,2,3,3,1,-5,2,2,3,2,2,2,2,4,3,2,2,2,3,3,2,8,6,2,1,4,4,1,1,2,1,3,3,3,3,2,2,2,2,3,2,3,3,2,3,2,2,-5,2,2,1,-5,2,3,2,2,1,3,1,3,3,3,1,1,3,2,2,2,1,4,10,1,32045,1,1,2,3,4,4,4,2,2,3,3,3,3,1,1,10,2,2,4,4,4,4,2,1,3,2,3,2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,4,2,2,2,-2,-2,-2,-2,-2,1,1,4,2,0,0,0,0,0,0,1,0,1,1,0,3,2,3,5,10,80,15,15,15,20,35,0,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,96,2,9,0,0,2,9,7,96,2,6,96,96,7,1,1,2,1,1,1,0,0,3,1,4,2,9,0,1,1,1,1,1,1,0,0,2,4,-5,2,1,4,6,2,1,18,15,13,1,1,-2,1,1,-2,1,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,1,1,1,0,0,0,0,1,1,1,19620130,30,1,1962,2,2,2,-3,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,-4,7,5,3,1,30,0.45,"(49.0, 59, 0.8305084745762712)",49.0,59,0.8305084745762712,"(27, 25, 1.08)",27,25,1.08,"(31, 25, 1.24)",31,25,1.24
282,2020,32,3200283,32101,32101014,-4,2307,62,2,-4,14,5,2319,9,50,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3,34,4,4,4,4,6,-2,6,1,1,3,4,1,1,2,-2,3,4,3,3,2,3,3,1,2,4,3,2,2,3,2,-2,2,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,6,3,2,2,4,2,4,3,4,2,4,1,-2,3,2,3,-2,0,0,0,0,0,0,1,1,0,0,2,2,2,3,2,1,-5,1,1,2,2,2,-5,-5,2,2,3,3,1,3,4,3,2,-2,3,1,3,2,1,1,1,1,2,4,1,1,2,2,3,3,-2,-2,2,2,3,1,3,2,4,-5,3,-5,3,1,2,1,5,1,2,1,1,2,2,1,3,3,-2,3,4,2,1,4,3,3,4,3,7,10,1,-2,-3,1,2,2,1,3,4,1,1,3,3,2,2,2,-2,24,10,10,8,10,10,8,2,1,1,1,2,3,4,2,0,0,0,1,0,1,0,0,0,4,3,3,2,0,0,1,0,0,0,1,1,4,1,1,0,0,0,0,1,0,0,1,0,-2,1,4,5,20,70,5,10,20,25,40,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,3,8,3,3,0,8,5,-1,-1,0,-1,3,9,6,1,2,3,1,1,1,0,0,3,1,-2,2,8,0,0,1,0,1,0,1,0,0,2,6,8,2,96,2,6,1,1,-2,15,0,2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,1,0,0,0,0,0,4,1,1,19580820,20,8,1958,2,2,1,-3,4,-2,1,1,1,2,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,-4,7,0,4,4,99,0.47,"(74.0, 59, 1.2542372881355932)",74.0,59,1.2542372881355932,"(30, 25, 1.2)",30,25,1.2,"(26, 25, 1.04)",26,25,1.04
283,2020,32,3200284,32302,32301938,-4,94,45,2,-4,26,4,1933,2015,41,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,-2,3,-1,-1,-2,4,3,4,2,-1,-1,-2,1,-1,4,2,4,4,4,4,4,4,-1,3,3,4,3,-1,-1,-1,-1,-1,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-2,-2,4,4,4,4,-2,2,3,2,4,-2,-2,1,4,4,4,4,0,0,0,0,0,0,0,0,1,0,2,2,2,-5,-5,-5,-5,-1,-2,-5,-5,-2,4,-5,2,-1,-1,-1,-1,-1,-1,-1,-2,-2,-2,-2,-5,-5,1,-5,-5,-5,2,-1,2,2,2,1,-2,-2,-2,-2,4,4,4,4,3,-5,2,-5,-5,-5,3,-5,2,2,5,3,3,4,4,4,-2,4,3,4,4,4,3,3,3,4,4,4,4,7,-2,-2,-2,-1,-3,2,1,4,4,4,4,3,3,3,3,3,3,5,2,-2,1,1,1,1,1,1,2,-5,5,-2,2,-2,-2,-2,0,0,0,1,0,0,0,0,0,4,1,4,2,-2,-2,-2,-2,-2,1,-1,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,5,2,3,5,2,4,10,10,10,10,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,96,96,2,96,96,96,3,96,96,4,96,96,96,7,2,2,-1,1,1,1,0,0,4,3,1,3,6,0,0,1,0,0,0,0,0,0,-5,12,12,1,1,4,-2,2,2,13,8,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,0,0,1,0,0,0,0,0,1,1,1,19760126,26,1,1976,2,2,4,8,-3,2,2,2,1,2,1,1,2,2,1,1,2,2,2,-1,3,-3,8,-4,3,3,3,4,99,1.92,"(162.0, 59, 2.7457627118644066)",162.0,59,2.7457627118644066,"(71, 25, 2.84)",71,25,2.84,"(65, 25, 2.6)",65,25,2.6
284,2020,32,3200285,32203,32203004,-4,18,69,2,-4,20,4,1859,2023,84,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,45,4,2,2,2,5,-2,7,1,1,2,3,2,4,1,4,1,1,4,1,1,1,3,2,1,1,2,3,3,4,4,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,1,3,4,1,3,1,3,2,3,1,2,3,2,2,1,0,0,1,1,0,0,1,0,0,0,1,1,2,4,1,3,1,2,1,4,2,1,3,1,3,4,4,4,4,4,4,2,2,2,2,2,3,3,5,5,2,2,4,4,1,1,2,1,4,3,-2,4,1,1,1,1,3,2,3,3,2,3,2,3,2,2,1,1,1,4,1,1,1,1,3,2,3,2,2,1,1,3,3,2,2,4,5,10,1,32045,1,1,2,1,3,2,3,1,1,3,3,1,3,2,2,10,7,8,5,10,10,10,1,1,1,2,2,1,4,4,0,0,1,1,0,0,0,0,0,4,3,4,2,-2,-2,-2,-2,-2,1,1,5,2,0,0,0,0,0,0,1,0,1,1,0,1,-2,2,5,10,80,30,10,10,10,40,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,96,0,9,0,6,0,10,96,3,0,7,-1,8,10,1,2,1,1,1,1,0,0,4,1,4,2,7,1,1,1,1,1,1,1,0,0,2,4,10,2,97,-3,6,2,1,25,15,4,1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,0,0,1,1,0,0,0,0,1,1,1,19511204,4,12,1951,2,2,5,1,-3,1,1,1,1,2,1,1,1,2,1,1,2,1,1,-3,-3,-3,-3,-4,7,2,4,1,30,0.47,"(59.0, 59, 1.0)",59.0,59,1.0,"(26, 25, 1.04)",26,25,1.04,"(33, 25, 1.32)",33,25,1.32
285,2020,32,3200286,32002,32301944,-4,185,19,1,-4,20,4,1744,1833,48,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3,9,4,3,4,3,4,7,-2,1,1,3,4,1,1,2,2,3,3,2,3,3,2,3,1,2,2,2,1,2,2,3,3,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,6,3,2,2,2,1,2,2,3,4,3,2,2,3,2,3,2,0,0,1,0,0,1,1,1,0,0,2,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2,2,1,3,4,2,2,2,1,3,3,3,8,8,1,1,1,1,1,2,2,2,2,-2,-2,-2,2,2,2,2,3,2,2,3,2,3,2,3,2,1,2,1,1,1,1,2,1,2,1,2,4,2,3,1,1,1,1,2,2,4,7,8,2,95,-3,2,2,3,1,4,4,2,2,3,3,3,3,1,2,10,10,8,8,10,10,8,2,2,5,2,2,1,3,2,1,1,1,0,0,0,0,1,0,4,2,4,1,0,0,0,0,0,0,2,3,3,1,1,0,0,0,1,1,0,1,0,0,9,10,15,20,25,30,20,20,20,20,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,96,96,8,96,-2,96,10,96,96,0,96,96,96,10,1,1,2,1,1,1,0,0,4,1,4,3,4,0,1,1,0,0,1,1,0,0,2,3,11,1,1,3,4,2,2,-6,15,17,2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,1,1,0,0,0,0,1,1,1,20010606,6,6,2001,2,2,7,-3,-3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,-1,2,-3,8,-4,7,5,1,4,99,0.62,"(43.0, 59, 0.7288135593220338)",43.0,59,0.7288135593220338,"(23, 25, 0.92)",23,25,0.92,"(29, 25, 1.16)",29,25,1.16
286,2020,32,3200287,32002,32301009,-4,2,32,2,-4,22,4,1216,1348,91,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3,9,5,5,4,4,5,2,8,2,1,3,4,1,2,3,2,3,3,3,4,3,2,3,2,2,3,3,3,3,3,3,4,3,3,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-2,97,3,3,3,4,2,-2,3,3,4,3,2,-2,3,2,3,3,0,0,0,0,0,0,0,1,0,0,2,1,1,2,2,2,2,1,3,2,2,3,-5,4,-2,-1,-1,-1,-1,-1,4,3,2,-2,-2,-2,3,3,-5,-5,-5,-5,3,-1,1,2,2,2,-2,-2,-2,-2,-5,-5,-5,2,3,-5,2,3,2,3,3,2,2,1,3,1,2,2,3,4,3,3,4,4,4,3,3,2,2,4,4,3,4,1,3,7,2,-1,-3,1,1,3,3,4,4,1,3,3,3,3,3,2,2,2,3,5,3,3,3,2,1,2,3,3,2,3,3,-2,1,1,1,1,1,0,1,1,0,-1,1,3,2,-2,-2,-2,-2,-2,1,1,3,4,1,1,1,1,1,1,1,1,1,1,0,3,1,9,20,30,40,25,25,30,10,10,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,96,96,3,-1,2,-1,6,96,96,3,96,96,-1,5,1,1,3,1,1,1,0,0,4,1,1,2,-5,0,0,1,0,0,0,0,0,0,2,-5,10,2,1,3,4,2,2,18,13,5,1,1,-2,1,-2,-2,1,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,1,1,0,0,0,0,1,1,1,19880822,22,8,1988,1,1,2,-3,8,1,1,1,1,1,1,1,1,2,1,1,1,1,1,25,1,-3,2,-4,5,2,2,4,99,1.04,"(186.0, 59, 3.152542372881356)",186.0,59,3.152542372881356,"(30, 25, 1.2)",30,25,1.2,"(58, 25, 2.32)",58,25,2.32
