,numinves,idenpa,numentre,reg,ciudad,tamciud,comdist,edad,sexo,codigo,diareal,mesreal,ini,fin,dura,totrevi,totcuot,totrech,totperd,numcasa,codsuper,supervvi,superven,codif,digit,p1st,p2st,p3stgbs,p4stgbs,p5stgbs,p6st,p7stgbs,p8st_a,p8st_b,p8st_c,p9stgbs,p10stgbs,P11STGBS_A,P11STGBS_B,p12st,P13STGBS_A,P13STGBS_B,p13st_c,p13st_d,p13st_e,p13st_f,p13st_g,p13st_h,p13st_i,p14gbs,p15st_a,p15st_b,p15st_c,p15st_d,p15st_e,p15st_f,p15st_g,p15n_h,p15n_i,p15n_j,p15n_k,P16N_A_01,P16N_A_02,P16N_A_03,P16N_A_04,P16N_A_05,P16N_A_06,P16N_A_07,P16N_A_08,P16N_A_09,P16N_A_10,P16N_A_11,P16N_A_12,P16N_A_13,P16N_A_14,P16N_A_15,P16N_A_16,P16N_B_01,P16N_B_02,P16N_B_03,P16N_B_04,P16N_B_05,P16N_B_06,P16N_B_07,P16N_B_08,P16N_B_09,P16N_B_10,P16N_B_11,P16N_B_12,P16N_B_13,P16N_B_14,P16N_B_15,P16N_B_16,p17stgbs,p18st,p19st_a,p19n_b,p19n_c,p19n_d,p20st_a,p22stm_b,p20stm_c,p20stm_d,p20st_e,p20st_f,p20st_g,p21stm,p22st_a,p22st_b,p22st_c,p22st_d,p23n_01,p23n_02,p23n_03,p23n_04,p23n_05,p23n_06,p23n_07,p23n_08,p23n_09,p23n_10,p24st_a,p24st_b,p24st_c,p25n,p26n_a,p26n_b,p27n,p28st,p29st_a,p29st_b,p29st_c,p29st_d,p29n_e,p29st_f,p29st_g,p30st_a,p30st_b,p30st_c,p30st_d,p30st_e,p30n,p31st_a,p31st_b,p31st_c,p31st_d,p31stm_e,p32na,p32n_b,p33n,p34n,p35n_a,p35n_b,p36n_a,p36n_b,p36stm_a,p36stm_b,p36stm_c,p36stm_d,P36STMB_A,P36STMB_B,P36STMB_C,P36STMB_D,p37n_a,p37n_b,p37n_c,p37n_d,p38n,p39n_a,p39st_b,p39n_c,p39n_d,p39n_e,p39n_f,p39n_g,p39n_h,p40n,p41n,p42n,p43n,p44n,p45n,p46stgbs,p47st_a,p47st_b,p47st_c,p47st_d,p47st_e,p47st_f,p47st_g,p47st_h,p47st_i,p47st_j,p47st_k,p47st_l,p47st_m,p48st_1,p48st_2,p48st_3,p49stgbs,P50STGBS_A,P51STGBS_B,p52st,p53n,p54st_a,p54st_b,p54st_c,p54st_d,p55st_a,p55st_b,p55st_c,p55st_d,p55st_e,p55st_f,p56n,p57st,p58st,p59st_a,p59st_b,p59n_c,p59st_d,p59n_e,p59n_f,p60st,p60n_b,p60n_c,p61st,p62n_a,p62st_b,p62st_c,p62st_d,p63st_01,p63st_02,p63st_03,p63st_04,p63st_05,p63st_06,p63st_07,p63st_08,p63st_09,p64st,p65st,p66npn,p67npn_a,P67NPN_B_01,P67NPN_B_02,P67NPN_B_03,P67NPN_B_04,P67NPN_B_05,P67NPN_B_06,p68st,p69st,p70st,P71STM_01,P71STM_02,P71STM_03,P71STM_04,P71STM_05,P71STM_06,P71STM_07,P71STM_08,P71STM_09,P71STM_10,P71STM_11,p72npn,p73npn_1,p73npn_2,p73npn_3,p73npn_4,p73npn_5,p74npn_1,p74npn_2,p74npn_3,p74npn_4,p74npn_5,P75NPN_01,P75NPN_02,P75NPN_03,P75NPN_04,P75NPN_05,P75NPN_06,P75NPN_07,P75NPN_08,P75NPN_09,P75NPN_10,P75NPN_11,P75NPN_12,P75NPN_13,P75NPN_14,P75NPN_15,P75NPN_16,p76n_1,p76st_2,p76n_3,p76n_4,p76st_5,p76st_6,p76st_7,p76n_8,p76n_9,p76n_10,p76n_11,p76n_12,p76n_13,p77n,p78n,p79n,p80n,p81n_01,p81n_02,p81n_03,p81n_04,p81n_05,s1,s2,s3,s4,s5npn,s6npn_01,s6npn_02,s6npn_03,s6npn_04,s6npn_05,s6npn_06,s6npn_07,s6npn_08,s6npn_09,s7npn,s8npn_a,s8npn_b,s9npn,s10,s11_a,s12,s13,s14,s15,s16,s17,s18mn_a,S18N_B_01,S18N_B_02,S18N_B_03,S18N_B_04,S18N_B_05,S18N_B_06,S18N_B_07,S18N_B_08,S18N_B_09,S18N_B_10,S18N_B_11,S18N_B_12,S18N_B_13,S18N_B_14,S18N_B_15,S18N_B_16,S18N_B_17,S18N_B_18,S18N_B_19,S18N_B_20,S18N_B_21,s19m_01,s19m_02,s19m_03,s19m_04,s19m_05,s19m_06,s19m_07,s19m_08,s19m_09,s19m_10,s20_a,s20_b,s21,s22,s22_a,s22_b,s22_c,s23_a,s23_b,s24_a,s24_b,s25,s26_a,s26_b,s26_c,s26_d,s26_e,s26_f,s26_g,s26_h,s26_i,s26_j,s26_k,s26_l,m_nc,n_ni,s27,s28_a,s28_b,s29,s30,reeduc_1,reeduc_2,reedad,perpart,fampart,wt,bard_results,bard_distance,bard_num_preg,bard_distance_norm,gpt_results,gpt_distance,gpt_num_preg,gpt_distance_norm,cohere_results,cohere_distance,cohere_num_preg,cohere_distance_norm
970,2020,32,3200971,32002,32301013,-4,2,36,1,-4,22,4,1158,1356,117,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3,3,5,5,4,3,5,4,5,2,1,3,4,2,2,3,4,3,3,-1,4,-1,3,3,2,2,4,4,2,3,-1,3,3,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,-1,3,2,2,4,1,4,2,2,2,4,1,2,3,3,2,4,0,0,0,0,0,0,1,1,0,0,1,1,1,-5,1,4,-5,-1,-2,2,2,2,4,1,-2,2,3,-1,-1,-1,4,-1,-2,-2,-2,-2,-5,-5,-5,-5,-5,-5,3,-1,1,2,2,1,4,-2,-2,4,3,3,-5,-5,2,4,3,3,2,2,-5,-5,4,2,3,1,3,1,1,4,-2,2,3,3,4,3,4,2,1,4,3,3,3,1,3,4,2,96,-3,2,2,3,4,3,4,1,2,3,3,3,2,2,1,20,6,6,2,6,9,7,1,2,4,2,2,3,4,-2,1,0,0,1,0,0,0,1,0,3,2,2,2,-2,-2,-2,-2,-2,1,-1,3,-1,1,1,1,1,1,1,1,1,1,1,0,5,5,-2,-2,-2,95,70,10,5,5,10,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,96,96,5,0,-1,96,-1,96,96,1,96,96,96,5,1,1,4,1,1,1,0,0,3,1,2,2,10,0,0,1,0,1,1,0,0,0,2,5,3,2,97,-3,-1,1,2,19,15,15,1,1,-2,1,-2,1,1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,1,1,1,1,0,0,0,1,1,1,19850224,24,2,1985,2,2,3,-3,8,1,1,1,1,2,1,1,1,1,1,1,1,1,1,22,3,-3,8,-4,7,7,2,4,99,0.58,"(106.0, 59, 1.7966101694915255)",106.0,59,1.7966101694915255,"(49, 25, 1.96)",49,25,1.96,"(58, 25, 2.32)",58,25,2.32
971,2020,32,3200972,32001,32001001,-4,1,59,1,-4,14,5,2303,2359,55,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,3,35,5,5,2,2,5,5,-2,1,1,4,4,1,2,2,4,4,4,2,4,4,4,3,4,4,4,4,4,4,4,4,-1,4,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,4,4,4,4,1,4,2,4,1,4,1,1,4,3,4,4,0,0,0,0,0,0,0,0,1,0,2,1,1,2,2,1,5,1,1,2,3,2,4,2,4,2,4,4,2,4,4,3,3,3,3,3,2,4,9,1,1,2,2,4,1,1,2,1,4,4,4,4,4,4,4,4,2,4,1,1,4,2,-5,4,4,1,5,3,3,1,3,1,1,1,-2,2,4,2,4,1,1,4,4,4,4,1,3,5,2,-1,-3,1,1,2,3,3,4,1,2,3,3,2,3,2,2,96,10,10,1,10,10,10,1,2,1,1,1,1,4,1,-2,-2,-2,-2,-2,-2,-2,-2,1,4,4,4,1,0,0,0,0,0,0,1,1,4,1,1,1,1,1,1,1,1,0,0,0,1,10,10,10,10,60,20,20,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,3,0,10,0,5,0,0,0,10,5,5,5,1,1,2,4,1,1,1,0,0,3,1,2,2,9,0,0,1,1,1,1,1,0,0,1,1,8,2,9,4,6,2,2,18,14,8,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,0,1,0,1,0,0,0,0,0,1,1,1,19611123,23,11,1961,2,2,3,-3,8,2,2,1,1,1,1,2,1,1,1,1,1,1,1,18,3,-3,8,-4,6,3,3,4,99,0.45,"(73.0, 59, 1.2372881355932204)",73.0,59,1.2372881355932204,"(35, 25, 1.4)",35,25,1.4,"(40, 25, 1.6)",40,25,1.6
972,2020,32,3200973,32204,32204004,-4,546,36,1,-4,26,4,907,940,32,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,1,-1,3,4,2,2,4,6,3,2,3,1,2,2,2,2,-2,2,2,2,2,2,1,1,-1,2,1,2,2,2,-1,4,2,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,5,-1,-1,1,2,1,2,2,2,2,1,2,2,3,2,2,1,0,0,0,0,0,0,0,0,1,0,2,1,2,-5,-5,-5,2,-2,2,2,2,2,1,2,2,4,2,2,3,1,1,2,2,2,2,2,3,2,-5,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,3,-5,2,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,4,9,10,1,94,2,1,1,3,1,4,4,2,3,3,3,3,3,1,2,-1,10,10,10,10,10,10,2,2,1,-2,2,1,-2,2,1,1,1,0,0,0,0,0,0,4,3,4,-5,0,0,0,0,0,0,2,-2,1,0,0,0,0,0,0,1,1,1,1,0,6,10,6,6,8,10,10,9,4,5,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,6,0,0,0,6,7,0,0,3,7,0,6,1,1,4,1,1,1,0,0,4,1,2,2,9,0,0,1,0,1,1,0,0,0,1,-5,10,2,1,4,6,2,1,-2,13,13,1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,0,0,1,1,0,0,1,0,1,1,1,19840701,1,7,1984,2,2,2,-3,8,-2,1,1,1,2,1,2,1,2,1,1,1,1,1,-3,-3,-3,-3,-4,5,5,2,3,99,1.16,"(82.0, 59, 1.3898305084745763)",82.0,59,1.3898305084745763,"(37, 25, 1.48)",37,25,1.48,"(20, 25, 0.8)",20,25,0.8
973,2020,32,3200974,32205,32205003,-4,126,68,2,-4,24,4,2241,2356,74,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,-1,-2,5,5,-2,5,3,-2,3,-2,1,4,4,-2,-1,4,2,4,4,3,-2,-2,-2,-2,-1,-2,-1,-2,-1,3,-1,-2,-1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,-2,-1,-2,-1,-1,-1,-2,-2,-2,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,2,-2,2,-5,-5,-5,2,-1,-2,-5,-5,-2,-5,-5,-2,-1,-1,-1,-1,-1,-2,-1,-2,-2,-2,-2,-5,-5,-5,-5,-5,-5,-1,-1,1,2,2,2,2,-2,-2,3,-5,-5,-5,3,3,-5,-5,-5,-5,-5,-5,-5,-5,-5,-2,-2,3,4,3,-2,-2,-2,3,4,-2,-2,-2,3,-2,4,3,3,4,6,7,-2,2,-2,-3,-2,-5,4,-2,4,4,3,3,3,3,3,3,-2,-2,-1,-2,-2,-2,-2,-1,-2,2,-5,5,-1,-5,-2,-2,-2,1,0,0,1,0,1,0,1,0,-1,-2,-5,-5,0,0,0,0,0,0,-2,1,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-1,10,10,10,30,40,30,30,20,10,10,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,96,96,-2,-1,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,-5,2,-2,1,1,1,0,0,-1,-2,5,3,-5,0,0,1,0,0,0,0,0,0,-5,-5,-5,-5,-2,-3,-2,-5,2,-2,8,1,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,0,1,0,1,1,1,0,0,0,4,1,1,19530209,9,2,1953,2,2,5,8,-3,-2,-2,-2,1,1,1,-2,2,2,1,2,-2,1,2,-2,5,8,-3,-4,3,1,4,4,99,2.2,"(232.0, 59, 3.9322033898305087)",232.0,59,3.9322033898305087,"(79, 25, 3.16)",79,25,3.16,"(83, 25, 3.32)",83,25,3.32
974,2020,32,3200975,32002,32301004,-4,10,38,2,-4,22,4,1117,1327,129,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,2,35,5,5,5,5,6,6,5,2,1,4,4,1,3,3,3,3,3,3,3,3,4,3,2,3,2,2,2,2,3,3,3,2,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,7,4,4,4,4,2,3,2,3,3,4,2,2,3,2,2,2,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,2,3,1,2,3,3,3,2,2,2,3,1,1,1,4,4,3,2,2,3,4,2,2,1,8,1,1,3,3,1,2,2,1,3,3,3,3,2,2,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,2,3,3,2,2,3,3,2,2,2,2,3,2,3,3,3,7,9,1,-2,-3,1,2,2,3,3,3,2,2,3,3,3,3,1,2,-1,8,8,5,8,8,8,1,1,3,3,2,2,3,3,0,0,0,1,0,0,1,1,0,2,2,4,1,0,0,0,0,0,0,-1,2,2,1,0,0,1,1,0,0,0,0,0,0,6,5,5,10,20,60,30,10,15,15,30,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,96,96,0,2,2,6,6,8,96,2,96,96,96,4,1,2,3,1,1,1,0,0,3,1,3,2,-5,0,0,1,0,1,0,0,0,0,2,1,2,1,-2,-3,4,1,1,18,15,15,1,-2,1,1,-2,1,1,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,1,1,1,1,0,0,0,1,1,1,19820729,29,7,1982,2,2,3,-3,8,2,1,1,1,2,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,-4,7,7,2,4,99,0.52,"(43.0, 59, 0.7288135593220338)",43.0,59,0.7288135593220338,"(15, 25, 0.6)",15,25,0.6,"(28, 25, 1.12)",28,25,1.12
975,2020,32,3200976,32002,32301029,-4,2,54,2,-4,21,4,2324,5,41,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,3,1,45,3,4,3,5,1,-2,-2,2,1,1,3,2,4,3,1,2,1,3,3,2,1,3,1,1,3,3,2,1,2,3,4,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,5,-1,2,1,3,1,3,2,1,4,3,1,2,3,2,3,3,0,0,0,0,0,0,0,1,0,0,2,2,2,1,1,1,1,1,2,2,3,1,4,2,2,1,1,1,1,2,2,2,1,1,2,-2,1,1,3,-5,1,1,-1,-1,1,2,2,2,2,-2,-2,-2,2,2,2,2,2,3,1,1,3,1,3,3,3,1,1,1,3,1,4,3,1,1,2,3,4,3,2,3,1,3,2,2,2,6,-2,-2,2,-1,-3,2,2,2,4,3,4,1,3,3,3,3,3,1,2,97,10,9,5,5,10,7,2,1,3,-2,3,2,2,1,0,0,0,1,0,0,0,0,0,2,1,4,1,0,0,0,0,0,0,2,3,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,5,1,-2,-2,-2,99,50,30,20,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,96,96,10,0,10,7,10,96,96,0,7,5,96,10,2,2,3,1,1,1,0,0,5,4,1,4,1,0,0,1,0,0,0,0,0,0,1,1,1,2,1,2,6,2,1,20,15,8,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,1,1,1,0,0,0,0,1,1,1,19661122,22,11,1966,2,2,1,-3,4,2,2,1,1,1,1,2,1,1,1,1,1,1,1,-3,-3,-3,-3,-4,7,3,3,4,99,0.4,"(45.0, 59, 0.7627118644067796)",45.0,59,0.7627118644067796,"(18, 25, 0.72)",18,25,0.72,"(26, 25, 1.04)",26,25,1.04
976,2020,32,3200977,32002,32301017,-4,2,63,1,-4,22,4,2029,2139,70,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,35,4,5,5,4,3,3,4,2,1,4,4,1,1,2,4,3,4,3,4,4,4,4,2,2,4,2,1,2,2,2,4,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,2,8,4,2,4,4,1,3,1,4,2,4,2,1,1,1,3,4,0,0,1,1,0,1,1,1,0,0,1,1,1,4,2,2,2,1,2,2,3,2,1,2,1,2,3,3,2,4,4,3,2,2,3,2,3,2,1,1,1,2,1,4,1,1,1,1,3,2,3,2,2,2,2,2,2,2,2,3,2,3,3,2,2,1,5,1,2,4,2,2,3,2,3,4,3,3,3,3,2,4,4,4,4,1,3,4,2,32046,2,2,2,2,2,4,4,2,3,3,3,3,3,1,1,28,3,3,10,10,10,5,2,1,1,1,2,1,3,1,1,1,1,1,1,1,0,1,0,3,1,1,2,0,0,1,1,0,0,1,1,4,1,1,1,0,1,1,1,1,1,0,0,1,-2,1,3,5,10,10,1,2,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,96,7,0,10,0,6,0,3,96,3,0,0,7,5,2,2,3,1,1,1,0,0,4,2,1,3,8,0,0,1,0,1,1,0,0,0,2,8,10,2,97,-3,6,2,2,16,14,13,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,0,1,0,1,0,0,0,0,0,1,1,1,19580215,15,2,1958,2,1,4,8,-3,2,1,1,1,2,1,2,1,2,1,1,2,1,1,16,6,-3,-3,-4,6,5,4,2,20,0.52,"(55.0, 59, 0.9322033898305084)",55.0,59,0.9322033898305084,"(25, 25, 1.0)",25,25,1.0,"(33, 25, 1.32)",33,25,1.32
977,2020,32,3200978,32203,32203000,-4,19,21,2,-4,21,4,2215,2327,71,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,11,3,2,3,2,7,7,7,2,1,3,3,1,4,4,4,3,3,3,4,4,2,3,2,1,2,3,4,3,3,4,1,1,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,3,3,2,3,-2,3,2,2,2,2,2,2,2,3,3,3,0,0,0,1,0,0,0,1,0,0,2,2,2,2,2,3,2,2,2,2,3,-2,3,2,2,3,3,3,2,3,4,1,2,4,2,3,-5,-5,4,2,2,1,3,3,1,2,2,2,2,-2,-2,-2,2,2,-5,-5,1,2,2,3,2,2,-5,2,2,-5,2,1,2,1,1,4,3,3,3,3,3,3,3,3,2,3,3,2,2,1,7,10,-2,-2,-3,-2,2,4,4,4,4,1,3,3,3,3,3,2,2,-1,-1,8,5,8,10,5,1,2,5,3,2,1,1,-2,1,1,0,1,0,0,0,1,0,2,1,3,1,0,0,0,0,0,0,-1,1,2,0,0,0,0,1,0,1,0,1,0,0,4,-2,20,20,25,45,20,20,20,20,20,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,96,96,6,2,0,96,8,96,96,3,96,96,96,3,2,1,3,1,1,0,0,0,3,2,4,2,5,0,0,1,0,1,1,0,0,0,2,1,11,1,97,-3,-1,2,1,-6,17,17,2,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,0,1,1,1,1,1,0,0,0,1,1,1,20000414,14,4,2000,2,2,1,-3,4,1,2,1,1,2,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,-4,5,5,1,4,99,1.12,"(154.0, 59, 2.610169491525424)",154.0,59,2.610169491525424,"(37, 25, 1.48)",37,25,1.48,"(31, 25, 1.24)",31,25,1.24
978,2020,32,3200979,32001,32001001,-4,1,33,2,-4,14,5,2315,8,53,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,2,34,4,4,4,2,4,3,-2,2,1,2,3,1,4,4,4,4,4,4,4,4,3,3,3,2,4,4,3,3,-1,3,4,3,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,-2,5,3,2,3,3,2,3,3,2,4,4,2,2,4,3,3,4,0,0,0,0,0,0,0,0,1,0,2,2,2,-5,2,2,-5,-1,1,1,2,3,3,2,2,2,3,3,2,3,4,3,3,3,3,2,3,3,1,1,-5,-5,4,4,1,2,2,2,4,-2,-2,-2,2,2,2,2,3,2,2,3,3,3,3,3,3,2,5,3,4,-5,2,3,4,2,3,4,4,3,3,3,2,4,3,3,3,1,3,6,-2,-2,-3,1,1,3,3,4,4,2,3,3,3,3,3,2,2,10,1,1,1,1,1,1,2,1,4,3,3,3,4,3,-2,-2,-2,-2,-2,-2,-2,-2,1,-1,2,3,-5,0,0,0,0,0,0,2,3,4,1,1,1,1,1,1,1,1,1,1,0,6,5,10,30,15,60,20,20,20,20,20,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,96,96,3,1,0,1,1,0,96,0,96,96,6,5,1,2,4,1,1,0,0,0,3,1,4,2,10,0,0,0,0,1,1,0,0,0,2,6,11,1,97,-3,4,1,1,26,16,6,1,-2,-2,1,1,1,1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,1,1,0,0,0,0,1,1,1,19880325,25,3,1988,2,2,3,-3,5,2,2,1,1,1,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,-4,4,2,2,4,99,1.04,"(63.0, 59, 1.0677966101694916)",63.0,59,1.0677966101694916,"(29, 25, 1.16)",29,25,1.16,"(44, 25, 1.76)",44,25,1.76
979,2020,32,3200980,32211,32301000,-4,9,67,2,-4,1,5,129,346,136,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,1,3,6,3,5,3,3,-1,-1,-1,2,3,4,4,1,4,4,2,3,3,3,4,4,3,3,3,3,3,2,-1,3,4,3,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,6,3,3,2,4,3,2,2,3,1,3,1,2,3,4,4,4,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,4,2,2,5,-1,3,3,3,2,2,3,2,4,-1,-1,-1,-1,3,-1,-2,-2,-2,-2,3,-5,5,5,-5,-5,-2,-2,1,1,1,1,4,3,-2,4,3,3,-5,3,2,3,2,-5,3,2,4,2,3,1,2,1,4,4,1,4,-2,2,3,3,3,4,-2,3,1,4,3,4,4,1,3,6,2,97,-3,2,1,3,4,4,4,2,2,3,3,2,3,2,2,-2,7,6,-1,7,10,10,2,2,1,2,2,2,3,2,1,1,1,1,0,0,0,1,0,2,1,3,-5,0,0,0,0,0,0,2,1,4,0,1,0,1,1,0,0,0,0,1,0,3,1,5,10,15,30,40,20,20,10,10,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,0,-1,-1,3,-1,-1,-1,6,96,96,0,-1,-1,-1,1,2,1,-1,1,1,1,0,0,5,3,1,4,2,0,0,1,0,1,1,0,0,0,-5,11,-5,1,1,3,4,2,1,-1,8,7,2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,0,0,0,1,0,0,0,0,0,1,1,1,19540427,27,4,1954,2,2,5,8,-3,1,2,2,1,1,1,2,2,1,1,1,2,1,2,-3,-3,-3,-3,-4,3,2,4,4,99,2.2,"(90.0, 59, 1.5254237288135593)",90.0,59,1.5254237288135593,"(36, 25, 1.44)",36,25,1.44,"(53, 25, 2.12)",53,25,2.12
980,2020,32,3200981,32304,32304009,-4,802,33,1,-4,21,4,1645,1900,134,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,2,3,11,4,4,4,3,7,7,7,2,1,4,4,1,2,3,2,3,3,3,4,3,3,3,2,2,4,3,2,3,2,2,2,2,2,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,2,5,3,3,3,4,1,3,2,4,2,3,2,2,3,3,3,3,0,0,0,0,0,0,0,0,1,0,2,1,2,3,1,1,2,1,1,1,2,-2,3,2,4,2,3,3,2,4,4,3,2,2,3,2,3,2,5,4,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,3,2,3,2,4,2,1,4,3,2,2,4,3,2,2,2,2,3,2,3,3,2,3,3,3,3,1,3,7,2,32044,1,1,2,2,3,3,4,1,2,3,3,2,3,2,2,10,6,9,6,8,8,7,2,2,3,2,2,2,3,2,1,0,0,0,0,0,0,1,0,4,3,3,1,0,0,0,0,0,0,2,2,4,1,1,1,1,1,1,1,1,1,1,0,4,2,5,8,15,70,10,20,30,40,50,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,0,96,7,2,3,0,6,5,5,96,4,5,96,-1,4,1,2,2,1,1,1,0,0,2,1,4,1,10,0,0,0,0,1,1,0,0,0,2,5,10,1,1,3,6,2,1,22,15,13,1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,0,1,0,1,0,0,0,0,0,1,1,1,19870605,5,6,1987,2,1,1,-3,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,-3,-3,-3,-3,-4,7,5,2,1,30,0.58,"(37.0, 59, 0.6271186440677966)",37.0,59,0.6271186440677966,"(19, 25, 0.76)",19,25,0.76,"(33, 25, 1.32)",33,25,1.32
