,idnum,uniq_id,pais,year,wave,nationality,estratopri,strata,upm,prov1t,ur1new,q1tb,q2,wt,weight1500,core_a_core_b,a4,covid2at,idio2,idio2cov,fs2,fs2covidn,covid11n,it1,jc13,jc13covid,jc15a,jccov1,jccov2,vic1ext,aoj11,countfair1,countfair2,countfair3,countfair4,wvsi2,wvsi3,chm1bn,chm2bn,cses6n,b0t,b2,b3,b4,b6,b32,b47a,dst1bn,pr3dnr,pr3enr,drk1c,drk1n,drr1,drr1a,drr1b,m1,ing4,anestg,pn4,exc6,exc2,exc7new,mil10a,mil10e,ccch1,ccch3,ccch4,ccch6,ccus1,ccus3,ccus4,ccus6,ctaware,ctspecific1,ctdiffuse1,ctdiffuse2,edr,ocup4a,q10newt,q11n,q12c,q12bn,covidedu1_1,covidedu1_2,covidedu1_3,covidedu1_4,covidedu1_5,covidedu2,etid,gi0n,r3,r4,r6,r7,r15,r18n,r18,r16,r27,psc1n,psc1c1,psc1c2_1,psc1c2_2,psc1c2_3,psc1c2_4,psc1c2_5,psc1c2_6,psc1c2_7,psc1c2_8,psc1c2_9,psc1c2_10,psc1c2_11,psc1c2_12,psc1c2_13,psc1c2_14,psc1c2_15,psc1c2_16,psc1c2_17,psc1c2_18,psc1c2_19,psc1c2_77,psc1c3,psc1t1_1,psc1t1_2,psc1t1_3,psc1t1_4,psc1t1_5,psc1t1_6,psc1t1_77,psc1c4,psc1t2_1,psc1t2_2,psc1t2_3,psc1t2_4,psc1t2_5,psc1t2_6,psc1t2_7,psc1t2_8,psc1t2_9,psc1t2_10,psc1t2_11,psc1t2_12,psc1t2_13,psc1t2_14,psc1t2_15,psc1t2_16,psc1t2_17,psc1t2_18,psc1t2_19,psc1t2_77,psc1t3,psc1t4,psc2n,psc2r1,psc2r2_1,psc2r2_2,psc2r2_3,psc2r2_4,psc2r2_5,psc2r2_6,psc2r2_7,psc2r2_8,psc2r2_9,psc2r2_10,psc2r2_11,psc2r2_12,psc2r2_13,psc2r2_14,psc2r2_15,psc2r2_16,psc2r2_17,psc2r2_18,psc2r2_19,psc2r2_99,psc2r2_77,psc2c1,psc2c2_1,psc2c2_2,psc2c2_3,psc2c2_4,psc2c2_5,psc2c2_6,psc2c2_7,psc2c2_8,psc2c2_9,psc2c2_10,psc2c2_11,psc2c2_12,psc2c2_13,psc2c2_14,psc2c2_15,psc2c2_16,psc2c2_17,psc2c2_18,psc2c2_19,psc2c2_77,psc2f1,psc2f2_1,psc2f2_2,psc2f2_3,psc2f2_4,psc2f2_5,psc2f2_6,psc2f2_7,psc2f2_8,psc2f2_9,psc2f2_10,psc2f2_11,psc2f2_12,psc2f2_13,psc2f2_14,psc2f2_15,psc2f2_16,psc2f2_17,psc2f2_18,psc2f2_19,psc2f2_77,psc2f3,psc2f4_1,psc2f4_2,psc2f4_3,psc2f4_77,psc7n,psc8n,psc9n,psc14,psc12n,psc11n,psc11an,psc15,psc16,psc13n_1,psc13n_2,psc13n_3,psc13n_4,psc13n_5,psc13n_7,psc13n_11,psc13n_12,psc13n_13,psc13n_77,conocim,municipio1t,idiomaq,formatq,sexi,srvyrid,fecha,gpt_results,gpt_distance,gpt_num_preg,gpt_distance_norm,gpt_distance_norm_wt
2879,374835.0,21170374835.0,17,2021,2021,17,1709.0,1700002021,171119221,1700002.0,1.0,2,47,2.3562906,1.1738412,Core A,27.0,1.0,3.0,2.0,0.0,,2,4.0,2.0,,2.0,,2.0,,,,,1.0,,2.0,,,,5.0,1.0,1.0,1.0,1.0,5.0,4.0,7.0,4.0,1.0,4.0,2.0,4.0,2.0,,,5.0,1.0,4.0,4.0,0.0,,,3.0,,1.0,3.0,1.0,3.0,,,,,1.0,2.0,4.0,4.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1702001.0,1,6,1,44.0,2021-03-04,"(9.0, 10, 0.9)",9.0,10,0.9,2.1206615209579467
2882,204689.0,21170204689.0,17,2021,2021,17,1704.0,1700002021,170406021,1700024.0,1.0,2,44,2.070636,1.0315357,Core A,22.0,2.0,2.0,,0.0,,1,3.0,1.0,,2.0,1.0,,,,1.0,1.0,,,,1.0,2.0,,2.0,7.0,7.0,5.0,7.0,7.0,5.0,7.0,1.0,2.0,2.0,2.0,3.0,1.0,2012.0,1.0,2.0,6.0,1.0,4.0,0.0,,,3.0,,,,,,1.0,1.0,4.0,,2.0,3.0,4.0,4.0,2.0,,,,,,,,,,,,2.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1724005.0,1,6,1,44.0,2021-02-18,"(8.0, 10, 0.8)",8.0,10,0.8,1.6565088272094728
2884,174127.0,21170174127.0,17,2021,2021,17,1705.0,1700002021,173181721,1700013.0,4.0,1,31,0.33401287,0.16639632,Core A,13.0,2.0,2.0,,0.0,,2,2.0,2.0,,2.0,2.0,,,,,,2.0,2.0,,2.0,,2.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,1.0,2015.0,2.0,4.0,4.0,4.0,3.0,0.0,,,,3.0,2.0,2.0,2.0,3.0,,,,,4.0,3.0,1.0,3.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1713077.0,1,6,1,8.0,2021-04-21,"(7.0, 10, 0.7)",7.0,10,0.7,0.23380900621414183
2886,3815.0,21170003815.0,17,2021,2021,17,1709.0,1700002021,172743221,1700002.0,1.0,1,22,0.8014277,0.39924994,Core A,1.0,2.0,1.0,,0.0,,1,3.0,,2.0,2.0,,2.0,,,2.0,2.0,,,1.0,,,2.0,2.0,2.0,3.0,4.0,2.0,5.0,4.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,,,5.0,4.0,3.0,3.0,0.0,,,2.0,1.0,4.0,,3.0,3.0,,,,,2.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1702001.0,1,6,1,8.0,2021-04-05,"(8.0, 10, 0.8)",8.0,10,0.8,0.6411421775817872
2887,155554.0,21170155554.0,17,2021,2021,17,1702.0,1700002021,173460621,1700006.0,3.0,1,40,0.49239004,0.2452956,Core A,1.0,3.0,3.0,2.0,0.0,,2,3.0,1.0,,2.0,2.0,,,,,,2.0,1.0,,,,1.0,5.0,3.0,3.0,1.0,1.0,2.0,5.0,2.0,4.0,3.0,1.0,2.0,3.0,2.0,,,5.0,1.0,4.0,3.0,1.0,,,3.0,3.0,,,,,1.0,3.0,2.0,3.0,2.0,3.0,4.0,2.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1706018.0,1,6,1,8.0,2021-04-27,"(10.0, 8, 1.25)",10.0,8,1.25,0.6154875457286835
2888,234963.0,21170234963.0,17,2021,2021,17,1708.0,1700002021,172700221,1700001.0,1.0,2,50,0.36654475,0.18260284,Core A,1.0,1.0,3.0,2.0,0.0,,1,3.0,2.0,,2.0,,2.0,,,2.0,2.0,,,2.0,,,2.0,4.0,3.0,7.0,2.0,1.0,,2.0,2.0,2.0,3.0,,3.0,3.0,1.0,2013.0,1.0,5.0,7.0,3.0,4.0,0.0,,,3.0,2.0,2.0,3.0,2.0,3.0,,,,,2.0,3.0,5.0,4.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701077.0,1,6,1,8.0,2021-04-02,"(5.0, 11, 0.45454545454545453)",5.0,11,0.45454545454545453,0.16661125150593845
2889,344835.0,21170344835.0,17,2021,2021,17,1708.0,1700002021,172637921,1700001.0,2.0,2,64,0.36654475,0.18260284,Core A,1.0,1.0,3.0,2.0,0.0,,2,3.0,2.0,,2.0,1.0,,,,,,1.0,3.0,,2.0,,,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,,,4.0,7.0,3.0,3.0,0.0,,,,2.0,1.0,3.0,,,,,,,2.0,4.0,,4.0,3.0,,,,,,,,,,,,,4.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1701012.0,1,6,1,8.0,2021-04-01,"(10.0, 10, 1.0)",10.0,10,1.0,0.3665447533130646
2894,97272.0,21170097272.0,17,2021,2021,17,1708.0,1700002021,172706721,1700001.0,1.0,1,35,0.34466392,0.17170238,Core A,27.0,2.0,3.0,2.0,0.0,,2,3.0,1.0,,2.0,,2.0,,,,,1.0,2.0,,,,1.0,3.0,5.0,2.0,3.0,2.0,6.0,6.0,5.0,4.0,2.0,,3.0,2.0,2.0,,,4.0,5.0,3.0,3.0,0.0,,,3.0,4.0,,,,,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,,,,,,,,,,,,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1701077.0,1,6,1,19.0,2021-04-03,"(8.0, 9, 0.8888888888888888)",8.0,9,0.8888888888888888,0.3063679271274143
2896,78465.0,21170078465.0,17,2021,2021,17,1702.0,1700002021,170146521,1700006.0,1.0,1,56,0.5975497,0.29768333,Core A,13.0,4.0,3.0,2.0,0.0,,2,2.0,2.0,,2.0,2.0,,,,2.0,2.0,,,2.0,,,2.0,3.0,3.0,7.0,2.0,2.0,6.0,5.0,6.0,2.0,2.0,3.0,3.0,2.0,2.0,,,4.0,6.0,3.0,3.0,0.0,,,2.0,2.0,2.0,2.0,2.0,3.0,,,,,2.0,2.0,4.0,4.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1706004.0,1,6,2,47.0,2021-02-09,"(3.0, 10, 0.3)",3.0,10,0.3,0.17926490306854248
2898,373369.0,21170373369.0,17,2021,2021,17,1702.0,1700002021,172748321,1700021.0,1.0,1,31,0.9847801,0.4905912,Core A,71.0,3.0,2.0,,0.0,,2,2.0,2.0,,,2.0,,,,,,1.0,3.0,2.0,,2.0,,3.0,5.0,3.0,3.0,6.0,6.0,7.0,7.0,2.0,2.0,1.0,2.0,2.0,2.0,,,3.0,7.0,3.0,2.0,0.0,,,,,,,,,3.0,2.0,3.0,1.0,4.0,2.0,2.0,4.0,2.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1721077.0,1,6,2,47.0,2021-04-05,"(5.0, 7, 0.7142857142857143)",5.0,7,0.7142857142857143,0.7034143379756382
2902,227375.0,21170227375.0,17,2021,2021,17,1704.0,1700002021,173133421,1700003.0,2.0,2,63,1.3740941,0.6845371,Core A,71.0,2.0,3.0,1.0,0.0,,1,2.0,,,2.0,2.0,,,,1.0,1.0,,,,2.0,1.0,,3.0,7.0,5.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,,,3.0,1.0,2.0,3.0,0.0,,,,,,,,,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,,,,,,,,,,,,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1703077.0,1,6,2,47.0,2021-04-20,"(8.0, 9, 0.8888888888888888)",8.0,9,0.8888888888888888,1.2214170032077365
2903,20158.0,21170020158.0,17,2021,2021,17,1708.0,1700002021,170027221,1700001.0,2.0,2,75,0.36654475,0.18260284,Core A,71.0,1.0,2.0,,0.0,,2,1.0,,2.0,2.0,2.0,,,,,,,,,1.0,,2.0,1.0,7.0,6.0,7.0,7.0,7.0,4.0,7.0,1.0,4.0,3.0,,3.0,,,,1.0,7.0,2.0,2.0,0.0,,,2.0,2.0,2.0,1.0,,,,,,,3.0,,4.0,4.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1701077.0,1,6,2,47.0,2021-02-03,"(6.0, 8, 0.75)",6.0,8,0.75,0.27490856498479843
2905,845.0,21170000845.0,17,2021,2021,17,1702.0,1700002021,172169821,1700021.0,1.0,2,50,0.63259983,0.3151444,Core A,1.0,1.0,3.0,,0.0,,2,2.0,,2.0,2.0,,,,,2.0,2.0,,,,2.0,,,3.0,5.0,7.0,4.0,5.0,5.0,4.0,2.0,5.0,4.0,1.0,4.0,4.0,1.0,2007.0,2.0,4.0,6.0,4.0,3.0,0.0,,,,,,,,,2.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1721015.0,1,6,2,47.0,2021-03-24,"(7.0, 10, 0.7)",7.0,10,0.7,0.442819881439209
2906,94614.0,21170094614.0,17,2021,2021,17,1707.0,1700002021,170398821,1700001.0,1.0,2,33,1.3880744,0.6915017,Core A,1.0,3.0,2.0,,0.0,,2,2.0,2.0,,,,2.0,,,,3.0,,,2.0,,2.0,,4.0,2.0,7.0,4.0,1.0,7.0,1.0,4.0,5.0,2.0,2.0,4.0,2.0,2.0,,,3.0,7.0,3.0,3.0,0.0,,,,,,,,,1.0,3.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,,,,,,,,,,,,1.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1701077.0,1,6,2,47.0,2021-02-18,"(8.0, 8, 1.0)",8.0,8,1.0,1.3880743980407715
2908,243090.0,21170243090.0,17,2021,2021,17,1702.0,1700002021,170056721,1700006.0,3.0,1,18,1.4248396,0.7098172,Core A,71.0,2.0,2.0,,0.0,,2,2.0,,,1.0,2.0,,,,,,2.0,3.0,2.0,,,,4.0,7.0,5.0,6.0,7.0,5.0,7.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,2016.0,2.0,1.0,7.0,3.0,2.0,0.0,,,,2.0,,,,,1.0,3.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,,,,,,,,,,,,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1706014.0,1,6,2,47.0,2021-02-04,"(11.0, 7, 1.5714285714285714)",11.0,7,1.5714285714285714,2.239033682005746
2909,8448.0,21170008448.0,17,2021,2021,17,1703.0,1700002021,170262621,1700014.0,1.0,2,25,1.1693163,0.5825222,Core A,2.0,2.0,3.0,2.0,1.0,2.0,2,2.0,,1.0,2.0,,2.0,,,,,1.0,2.0,2.0,,2.0,,4.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,3.0,3.0,2.0,,,4.0,5.0,3.0,3.0,0.0,,,2.0,2.0,,,,,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,7.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1714012.0,1,6,2,47.0,2021-02-12,"(8.0, 9, 0.8888888888888888)",8.0,9,0.8888888888888888,1.0393922593858507
2912,38178.0,21170038178.0,17,2021,2021,17,1709.0,1700002021,170014321,1700002.0,1.0,1,35,0.553908,0.2759422,Core A,71.0,1.0,2.0,,0.0,,2,1.0,2.0,,2.0,1.0,,,,,,3.0,2.0,,2.0,1.0,,2.0,6.0,5.0,4.0,5.0,5.0,5.0,7.0,2.0,3.0,3.0,3.0,2.0,2.0,,,2.0,7.0,2.0,1.0,0.0,,,2.0,2.0,1.0,1.0,2.0,2.0,,,,,2.0,3.0,4.0,4.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1702001.0,1,6,2,47.0,2021-02-02,"(6.0, 10, 0.6)",6.0,10,0.6,0.33234479427337643
2914,190544.0,21170190544.0,17,2021,2021,17,1708.0,1700002021,170296621,1700001.0,1.0,2,58,0.6068319,0.3023075,Core A,27.0,4.0,3.0,2.0,0.0,,1,2.0,,,,1.0,,,,3.0,,,,,1.0,,2.0,3.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,,2.0,5.0,2.0,4.0,4.0,0.0,,,4.0,,1.0,3.0,1.0,3.0,,,,,4.0,4.0,4.0,3.0,2.0,,,,,,,,,,,,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1701077.0,1,6,2,47.0,2021-02-13,"(7.0, 8, 0.875)",7.0,8,0.875,0.5309779196977615
2915,268672.0,21170268672.0,17,2021,2021,17,1705.0,1700002021,170583121,1700013.0,3.0,1,47,0.33553618,0.16715519,Core A,21.0,2.0,2.0,,0.0,,2,2.0,,2.0,2.0,2.0,,,,2.0,2.0,,,1.0,,2.0,,4.0,3.0,5.0,1.0,4.0,5.0,6.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,,,5.0,5.0,4.0,4.0,1.0,,,,3.0,,,,,2.0,1.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,,,,,,,,,,,,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1713015.0,1,6,2,47.0,2021-02-22,"(5.0, 9, 0.5555555555555556)",5.0,9,0.5555555555555556,0.18640898995929295
2916,417948.0,21170417948.0,17,2021,2021,17,1704.0,1700002021,170016821,1700024.0,1.0,2,23,2.7462378,1.3681026,Core A,1.0,4.0,1.0,,0.0,,2,3.0,1.0,,2.0,1.0,,,,2.0,2.0,,,,1.0,,1.0,2.0,2.0,7.0,3.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,2.0,,,3.0,4.0,3.0,3.0,0.0,,,3.0,,2.0,3.0,3.0,1.0,,,,,3.0,2.0,2.0,4.0,2.0,,,,,,,,,,,,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1724015.0,1,6,2,47.0,2021-02-02,"(8.0, 11, 0.7272727272727273)",8.0,11,0.7272727272727273,1.9972638216885654
2917,348935.0,21170348935.0,17,2021,2021,17,1708.0,1700002021,170410421,1700001.0,2.0,1,47,0.3462358,0.17248546,Core A,1.0,1.0,2.0,,0.0,,1,1.0,,2.0,2.0,1.0,,,,,,,,1.0,,2.0,,2.0,5.0,5.0,4.0,3.0,5.0,6.0,6.0,2.0,2.0,1.0,2.0,3.0,1.0,,2.0,2.0,1.0,2.0,3.0,0.0,,,,,2.0,2.0,3.0,1.0,,,,,4.0,3.0,2.0,3.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1701077.0,1,6,2,47.0,2021-02-18,"(5.0, 8, 0.625)",5.0,8,0.625,0.21639738231897354
2925,28988.0,21170028988.0,17,2021,2021,17,1702.0,1700002021,172704421,1700006.0,1.0,2,63,0.63259983,0.3151444,Core A,59.0,1.0,3.0,2.0,0.0,,2,4.0,2.0,,2.0,,2.0,,,2.0,1.0,,,,1.0,,2.0,,7.0,7.0,1.0,1.0,1.0,7.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,,,4.0,7.0,4.0,3.0,0.0,,,,,4.0,,4.0,,,,,,4.0,4.0,,1.0,3.0,,,,,,,,,,,,1.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1706077.0,1,6,2,47.0,2021-04-03,"(12.0, 10, 1.2)",12.0,10,1.2,0.7591197967529296
2926,240252.0,21170240252.0,17,2021,2021,17,1702.0,1700002021,170874221,1700006.0,1.0,2,71,0.63259983,0.3151444,Core A,13.0,,2.0,,0.0,,2,,,,2.0,,2.0,,,,,2.0,,1.0,,,,,7.0,7.0,1.0,1.0,,1.0,2.0,,3.0,3.0,3.0,3.0,2.0,,,5.0,6.0,4.0,4.0,0.0,,,,2.0,1.0,3.0,1.0,3.0,,,,,1.0,2.0,4.0,4.0,3.0,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1706004.0,1,6,2,47.0,2021-02-27,"(4.0, 7, 0.5714285714285714)",4.0,7,0.5714285714285714,0.3614856175013951
2927,184514.0,21170184514.0,17,2021,2021,17,1706.0,1700002021,170577621,1700005.0,3.0,1,55,1.5102199,0.75235134,Core A,1.0,4.0,3.0,2.0,0.0,,2,4.0,,2.0,1.0,,2.0,,,,,3.0,2.0,,2.0,2.0,,2.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,4.0,4.0,4.0,1.0,,1.0,1.0,7.0,1.0,1.0,0.0,,,4.0,4.0,2.0,3.0,4.0,,,,,,4.0,3.0,4.0,4.0,1.0,,,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1705012.0,1,6,2,47.0,2021-02-22,"(8.0, 11, 0.7272727272727273)",8.0,11,0.7272727272727273,1.0983417684381658
